StateA,StateB,StartDate,EndDate,StartYear,StartMonth,EndYear,EndMonth,Type,Notes
240,255,1838-01-01,1866-07-01,1838,01,1866,07,1,Begins with HAN system entry; ends with GMY absorption of HAN
240,273,1838-01-01,1866-07-01,1838,01,1866,07,1,Begins with HSE system entry; ends with GMY absorption of HSE
240,280,1843-01-01,1866-07-01,1843,01,1866,07,1,Begins with MEC system entry; ends with GMY absorption of HAN
240,380,1838-01-01,1866-07-01,1838,01,1866,07,5,Across North Sea (through Norway); begins with HAN system entry; ends with GMY absorption of HAN
240,390,1838-01-01,1866-07-01,1838,01,1866,07,4,Across North Sea; begins with HAN system entry; ends with GMY absorption of HAN
245,255,1816-01-01,1871-01-01,1816,01,1871,01,1,Ends with GMY absorption of BAV
245,267,1816-01-01,1871-01-01,1816,01,1871,01,1,Ends with GMY absorption of BAD/BAV
245,269,1816-01-01,1867-04-01,1816,01,1867,04,1,Ends with GMY absorption of SAX
245,271,1816-01-01,1870-01-01,1816,01,1870,01,1,Ends with GMY absorption of WRT
245,273,1816-01-01,1866-07-01,1816,01,1866,07,1,Ends with GMY absorption of HSE
245,275,1816-01-01,1867-04-01,1816,01,1867,04,1,Ends with GMY absorption of HSG
245,300,1816-01-01,1871-01-01,1816,01,1871,01,1,Ends with GMY absorption of BAV
255,267,1849-12-01,1871-01-01,1849,12,1871,01,1,Through Hohenzollern; begins with Prussian incorporation of Hohenzollern; ends with GMY absorption of BAD
255,269,1816-01-01,1867-04-01,1816,01,1867,04,1,Ends with GMY absorption of SAX
255,271,1849-12-01,1870-01-01,1849,12,1870,01,1,Through Hohenzollern; begins with Prussian incorporation of Hohenzollern; ends with GMY absorption of WRT
255,273,1816-01-01,1866-07-01,1816,01,1866,07,1,Ends with GMY absorption of HSE
255,275,1816-01-01,1867-04-01,1816,01,1867,04,1,Ends with GMY absorption of HSG
255,280,1843-01-01,1867-04-01,1843,01,1867,04,1,Begins with MEC system entry; ends with GMY absorption of HAN
255,290,1918-11-01,1939-09-01,1918,11,1939,09,1,Begins with POL system entry; ends with GMY/RUS occupation of POL
255,290,1990-10-01,2016-12-01,1990,10,2016,12,1,Resumes after GMY reunification
255,300,1816-01-01,1918-11-01,1816,01,1918,11,1,Begins with POL system entry; ends with dissolution of Austria-Hungary
255,305,1919-09-01,1938-03-01,1919,09,1938,03,1,Begins with AUS system entry; ends with Anschluss
255,305,1990-10-01,2016-12-01,1990,10,2016,12,1,Resumes after GMY reunification
255,310,1938-03-01,1945-05-01,1938,03,1945,05,1,Through Austria; begins after Anschluss; ends with Allied occupation of GMY
255,315,1918-10-01,1939-03-01,1918,10,1939,03,1,Begins with CZE system entry; ends with GMY occupation of CZE
255,315,1990-10-01,1992-12-01,1990,10,1992,12,1,Resumes after GMY reunification; ends with CZE dissolution
255,316,1993-01-01,2016-12-01,1993,01,2016,12,1,Begins with CZR system entry
255,325,1938-03-01,1945-05-01,1938,03,1945,05,1,Through Austria; begins after Anschluss; ends with Allied occupation of GMY
255,345,1938-03-01,1941-04-01,1938,03,1941,04,1,Through Austria and Slovenia; begins after Anschluss; ends with GMY occupation of YUG
255,345,1944-10-01,1945-05-01,1944,10,1945,05,1,Through Austria and Slovenia; begins after GMY occupation of YUG ends; ends with Allied occupation of GMY
255,365,1816-01-01,1918-11-01,1816,01,1918,11,1,Through East Prussia and Poland/Lithuania; ends with independence of POL & LIT
255,365,1939-09-01,1941-06-01,1939,09,1941,06,1,Through occupied Poland; begins with GMY/RUS occupation of POL; ends with removal of RUS occupiers
255,365,1990-10-01,2016-12-01,1990,10,2016,12,5,Across Baltic Sea; through Kaliningrad; resumes after GMY reunification
255,366,1918-02-01,1940-06-01,1918,02,1940,06,5,Across Baltic Sea; begins with EST system entry; ends with RUS annexation of EST
255,366,1991-09-01,2016-12-01,1991,09,2016,12,5,Across Baltic Sea; resumes with EST independence from RUS
255,367,1918-11-01,1940-06-01,1918,11,1940,06,4,Across Baltic Sea; through East Prussia; begins with LAT system entry; ends with RUS annexation of LAT
255,367,1991-09-01,2016-12-01,1991,09,2016,12,5,Across Baltic Sea; resumes with LAT independence from RUS
255,368,1918-02-01,1940-06-01,1918,02,1940,06,1,Through East Prussia; begins with LIT system entry; ends with RUS annexation of LIT
255,368,1991-09-01,2016-12-01,1991,09,2016,12,5,Across Baltic Sea; resumes with LIT independence from RUS
255,375,1917-12-01,1945-05-01,1917,12,1945,05,5,Across Baltic Sea; through East Prussia; begins with FIN system entry; ends with Allied occupation of GMY
255,380,1816-01-01,1945-05-01,1816,01,1945,05,4,Across Baltic Sea; ends with Allied occupation of GMY
255,380,1990-10-01,2016-12-01,1990,10,2016,12,4,Across Baltic Sea; resumes after GMY reunification
255,385,1905-06-01,1940-04-01,1905,06,1940,04,5,Across North Sea; begins with NOR system entry; ends with GMY occupation of NOR
255,385,1990-10-01,2016-12-01,1990,10,2016,12,5,Across North Sea; resumes after GMY reunification
255,390,1816-01-01,1865-08-01,1816,01,1865,08,4,Across Brandenburger Bucht; through Holstein; ends with Prussian acquisition of direct land border after 2nd Schleswig-Holstein war
255,390,1865-08-01,1940-04-01,1865,08,1940,04,1,Begins with Prussian acquisition of Schleswig; ends with GMY occupation of DEN
255,390,1990-10-01,2016-12-01,1990,10,2016,12,1,Resumes after GMY reunification
260,265,1955-05-01,1990-10-01,1955,05,1990,10,1,Begins with GFR system entry after division of GMY; ends with GMY reunification
260,305,1955-05-01,1990-10-01,1955,05,1990,10,1,Begins with GFR system entry after division of GMY; ends with GMY reunification
260,315,1955-05-01,1990-10-01,1955,05,1990,10,1,Begins with GFR system entry after division of GMY; ends with GMY reunification
260,365,1955-05-01,1990-10-01,1955,05,1990,10,5,Across Baltic Sea; through Kaliningrad; begins with GFR system entry after division of GMY; ends with GMY reunification
260,380,1955-05-01,1990-10-01,1955,05,1990,10,4,Across Baltic Sea; begins with GFR system entry after division of GMY; ends with GMY reunification
260,385,1955-05-01,1990-10-01,1955,05,1990,10,5,Across North Sea; begins with GFR system entry after division of GMY; ends with GMY reunification
260,390,1955-05-01,1990-10-01,1955,05,1990,10,1,Begins with GFR system entry after division of GMY; ends with GMY reunification
265,290,1954-03-01,1990-10-01,1954,03,1990,10,1,Begins with GDR system entry after division of GMY; ends with GMY reunification
265,315,1954-03-01,1990-10-01,1954,03,1990,10,1,Begins with GDR system entry after division of GMY; ends with GMY reunification
265,365,1954-03-01,1990-10-01,1954,03,1990,10,5,Across Baltic Sea; through Kaliningrad; begins with GDR system entry after division of GMY; ends with GMY reunification
265,380,1954-03-01,1990-10-01,1954,03,1990,10,4,Across Baltic Sea; begins with GDR system entry after division of GMY; ends with GMY reunification
265,390,1954-03-01,1990-10-01,1954,03,1990,10,3,Across Mecklenburger Bucht; begins with GDR system entry after division of GMY; ends with GMY reunification
267,271,1816-01-01,1870-01-01,1816,01,1870,01,1,Ends with GMY absorption of WRT
267,275,1816-01-01,1866-07-01,1816,01,1866,07,1,Ends with GMY absorption of HSE
267,300,1816-01-01,1871-01-01,1816,01,1871,01,3,Across Lake Constance; ends with GMY absorption of BAD/BAV
269,300,1816-01-01,1867-04-01,1816,01,1867,04,1,Ends with GMY absorption of SAX
271,300,1816-01-01,1870-01-01,1816,01,1870,01,2,Across Lake Constance; ends with GMY absorption of WRT
273,275,1816-01-01,1866-07-01,1816,01,1866,07,1,Ends with GMY absorption of HSE
280,365,1843-01-01,1867-04-01,1843,01,1867,04,5,Across Baltic Sea; through Lithuania; egins with MEC system entry; ends with GMY absorption of MEC
280,380,1843-01-01,1867-04-01,1843,01,1867,04,4,Across Baltic Sea; begins with MEC system entry; ends with GMY absorption of MEC
280,390,1843-01-01,1867-04-01,1843,01,1867,04,3,Across Mecklenburger Bucht; begins with MEC system entry; ends with GMY absorption of MEC
290,315,1918-11-01,1939-03-01,1918,11,1939,03,1,Begins with POL system entry; ends with GMY occupation of CZE
290,315,1945-06-01,1992-12-01,1945,06,1992,12,1,Resumes after GMY occupation ends; ends with dissolution of CZE
290,316,1993-01-01,2016-12-01,1993,01,2016,12,1,Begins with CZR system entry
290,317,1993-01-01,2016-12-01,1993,01,2016,12,1,Begins with SLO system entry
290,360,1918-11-01,1939-09-01,1918,11,1939,09,1,Begins with POL system entry; ends with GMY/RUS occupation of POL
290,365,1918-11-01,1939-09-01,1918,11,1939,09,1,Begins with POL system entry; ends with GMY/RUS occupation of POL
290,365,1945-06-01,2016-12-01,1945,06,2016,12,1,Resumes after GMY occupation of POL ends
290,366,1918-11-01,1939-09-01,1918,11,1939,09,5,Across Baltic Sea; begins with POL system entry; ends with GMY/RUS occupation of POL
290,366,1991-09-01,2016-12-01,1991,09,2016,12,5,Across Baltic Sea; resumes with EST independence from RUS
290,367,1918-11-01,1939-09-01,1918,11,1939,09,1,Begins with POL system entry; land border due to POL rule over Vilvius area; ends with GMY/RUS occupation of POL
290,367,1991-09-01,2016-12-01,1991,09,2016,12,4,Across Baltic Sea (sea border replaces land because POL lost Vilnius to LIT); resumes with LAT independence from RUS
290,368,1918-11-01,1939-09-01,1918,11,1939,09,1,Begins with POL independence; ends with GMY/RUS occupation of POL
290,368,1991-09-01,2016-12-01,1991,09,2016,12,1,Resumes with LIT independence from RUS
290,369,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with UKR system entry
290,370,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with BLR system entry
290,375,1918-11-01,1939-09-01,1918,11,1939,09,5,Across Baltic Sea; begins with POL system entry; ends with GMY/RUS occupation of POL
290,375,1945-06-01,2016-12-01,1945,06,2016,12,5,Across Baltic Sea; resumes after GMY occupation of POL ends
290,380,1918-11-01,1939-09-01,1918,11,1939,09,4,Across Baltic Sea; begins with POL system entry; ends with GMY/RUS occupation of POL
290,380,1945-06-01,2016-12-01,1945,06,2016,12,4,Across Baltic Sea; resumes after GMY occupation of POL ends
290,390,1918-11-01,1939-09-01,1918,11,1939,09,4,Across Baltic Sea; begins with POL system entry; ends with GMY/RUS occupation of POL
290,390,1945-06-01,2016-12-01,1945,06,2016,12,4,Across Baltic Sea; resumes after GMY occupation of POL ends
300,325,1816-01-01,1918-11-01,1816,01,1918,11,1,Ends with dissolution of Austria-Hungary
300,327,1816-01-01,1860-11-01,1816,01,1860,11,1,Ends with ITA absorption of PAP
300,329,1816-01-01,1861-02-01,1816,01,1861,02,4,Across Adriatic Sea; through Croatia and Naples (mainland portion of SIC); ends with ITA absorption of SIC
300,332,1842-01-01,1860-03-01,1842,01,1860,03,1,Begins with MOD system entry; ends with ITA absorption of MOD
300,335,1851-01-01,1860-03-01,1851,01,1860,03,1,Begins with PMA system entry; ends with ITA absorption of PMA
300,345,1878-07-01,1918-11-01,1878,07,1918,11,1,Through Austria-Slovenia and Hungary-Slovenia/Croatia/Vojvodina(Serbia); begins with YUG system entry; ends with dissolution of AUH
300,350,1864-03-01,1918-11-01,1864,03,1918,11,5,Across Adriatic/Strait of Otranto; hrough Croatia and Corfu; begins with GRC acquisition of Ionian Islands; ends with dissolution of AUH
300,360,1878-07-01,1918-11-01,1878,07,1918,11,1,Begins with ROM system entry; ends with dissolution of AUH
300,365,1816-01-01,1918-11-01,1816,01,1918,11,1,Ends with dissolution of AUH
300,640,1816-01-01,1913-05-01,1816,01,1913,05,1,Through Bosnia (AUH) and Kosovo (TUR); ends with Ottoman losses in Balkan Wars (codified in Treaty of London)
305,310,1919-09-01,1938-03-01,1919,09,1938,03,1,Begins with AUS system entry; ends with Anschluss
305,310,1955-07-01,2016-12-01,1955,07,2016,12,1,Resumes with AUS system reentry
305,315,1919-09-01,1938-03-01,1919,09,1938,03,1,Begins with AUS system entry; ends with Anschluss
305,315,1955-07-01,1992-12-01,1955,07,1992,12,1,Resumes with AUS system reentry; ends with dissolution of CZE
305,316,1993-01-01,2016-12-01,1993,01,2016,12,1,Begins with CZR system entry
305,317,1993-01-01,2016-12-01,1993,01,2016,12,1,Begins with SLO system entry
305,325,1919-09-01,1938-03-01,1919,09,1938,03,1,Begins with AUS system entry; ends with Anschluss
305,325,1955-07-01,2016-12-01,1955,07,2016,12,1,Resumes with AUS system reentry
305,345,1919-09-01,1938-03-01,1919,09,1938,03,1,Through Slovenia; begins with AUS system entry; ends with AUS Anschluss with GMY
305,345,1955-07-01,1992-01-01,1955,07,1992,01,1,Through Slovenia; resumes when AUS rejoins system; ends when SLV becomes independent
305,349,1992-01-01,2016-12-01,1992,01,2016,12,1,Begins with SLV system entry
310,315,1918-11-01,1939-03-01,1918,11,1939,03,1,Begins with HUN system entry; ends with GMY occupation of CZE
310,315,1945-06-01,1992-12-01,1945,06,1992,12,1,Through Slovakia; resumes after GMY occupation of CZE ends; ends with dissolution of CZE
310,317,1993-01-01,2016-12-01,1993,01,2016,12,1,Begins with SLO system entry
310,344,1992-01-01,2016-12-01,1992,01,2016,12,1,Begins with CRO system entry
310,345,1918-11-01,1941-04-01,1918,11,1941,04,1,Through Slovenia/Croatia/Vojvodina(Serbia); begins with HUN system entry; ends with GMY occupation of YUG
310,345,1944-10-01,2016-12-01,1944,10,2016,12,1,Through Vojvodina(Serbia) and (until 1992) Slovenia/Croatia; resumes after GMY occupation of YUG ends
310,349,1992-01-01,2016-12-01,1992,01,2016,12,1,Begins with SLV system entry
310,360,1918-11-01,2016-12-01,1918,11,2016,12,1,Begins with HUN system entry
310,365,1939-11-01,1941-06-01,1939,11,1941,06,1,Through Ukraine; begins with RUS annexation of Galicia from POL; ends with WWII German occupation of USSR
310,365,1944-08-01,1991-12-01,1944,08,1991,12,1,Through Ukraine; resumes after Ukraine recaptured from GMY; ends with UKR secession from RUS
310,369,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with UKR system entry
315,360,1918-10-01,1939-03-01,1918,10,1939,03,1,Begins with CZE system entry; ends with GMY occupation of CZE
315,365,1945-06-01,1991-12-01,1945,06,1991,12,1,Through Slovakia & Ukraine; begins after GMY occupation of CZE ends; ends with UKR secession from RUS
315,369,1991-12-01,1992-12-01,1991,12,1992,12,1,Through Slovakia; begins with UKR system entry; ends with dissolution of CZE
316,317,1993-01-01,2016-12-01,1993,01,2016,12,1,Begins with SLO system entry
317,369,1993-01-01,2016-12-01,1993,01,2016,12,1,Begins with SLO system entry
325,327,1816-01-01,1860-11-01,1816,01,1860,11,4,Across Tyrrhenian Sea; through Sardinia; ends with ITA absorption of PAP
325,329,1860-11-01,1861-02-01,1860,11,1861,02,1,Through Papal States & Naples; begins with ITA absorption of PAP; ends with ITA absorption of SIC
325,331,1992-03-01,2016-12-01,1992,03,2016,12,1,Begins with SNM system entry
325,332,1842-01-01,1860-03-01,1842,01,1860,03,1,Begins with MOD system entry; ends with ITA absorption of MOD
325,335,1851-01-01,1860-03-01,1851,01,1860,03,1,Begins with PMA system entry; ends with ITA absorption of PMA
325,337,1816-01-01,1860-03-01,1816,01,1860,03,4,Across Ligurian Sea; ends with ITA absorption of TUS
325,338,1964-09-01,2016-12-01,1964,09,2016,12,4,Across Malta Channel (Mediterranean Sea); begins with MLT system entry
325,339,1914-01-01,1939-04-01,1914,01,1939,04,4,Across Strait of Otranto; begins with ALB system entry; ends with ITA occupation of ALB
325,339,1944-11-01,2016-12-01,1944,11,2016,12,4,Across Strait of Otranto; resumes after ITA occupation of ALB ends
325,341,2006-06-01,2016-12-01,2006,06,2016,12,4,Across Adriatic Sea; begins with MNG secession from YUG
325,344,1992-01-01,2016-12-01,1992,01,2016,12,3,Across Adriatic Sea; begins with CRO system entry
325,345,1919-09-01,1941-04-01,1919,09,1941,04,1,Through Slovenia; begins with ITA acquisition of Venezia Giulia (Gorizia-Gradisca/Istria/part of Carniola); ends with GMY occupation of YUG
325,345,1944-10-01,1992-01-01,1944,10,1992,01,1,Through Slovenia; resumes after GMY occupation of YUG ends
325,345,1992-01-01,2006-06-01,1992,01,2006,06,4,Across Adriatic Sea; sea contiguity with MNG begins after land contiguity ends with SLV secession from YUG; ends with MNG secession from YUG
325,349,1992-01-01,2016-12-01,1992,01,2016,12,1,Begins with SLV system entry
325,350,1861-02-01,1864-03-01,1861,02,1864,03,5,Across Ionian Sea (though Salentina Peninsula); begins with ITA absorption of SIC; replaced by closer contiguity with GRC acquisition of Corfu
325,350,1864-03-01,1941-04-01,1864,03,1941,04,4,Across Ionian Sea; through Corfu; begins with GRC acquisition of Ionian Islands; ends with GMY occupation of GRC
325,350,1944-10-01,2016-12-01,1944,10,2016,12,4,Across Ionian Sea; resumes after GMY occupation of GRC ends
325,615,1962-07-01,2016-12-01,1962,07,2016,12,4,Across Mediterranean Sea (through Sardinia); begins with ALG system entry
325,616,1861-02-01,1881-05-01,1861,02,1881,05,4,Across Mediterranean Sea (through Sicily); begins with ITA absorption of SIC; ends with FRN occupation of TUN
325,616,1956-03-01,2016-12-01,1956,03,2016,12,4,Across Mediterranean Sea (through Sicily); resumes with TUN system reentry
325,620,1951-12-01,2016-12-01,1951,12,2016,12,5,Across Mediterranean Sea (through Sicily); begins with LIB system entry
325,640,1861-02-01,1912-10-01,1861,02,1912,10,4,Across Mediterranean Sea (through Lampedusa Island & Libya); begins with ITA absorption of SIC; ends with ITA acquisition of Libya
327,329,1816-01-01,1860-11-01,1816,01,1860,11,1,Ends with ITA absorption of PAP
327,332,1842-01-01,1860-03-01,1842,01,1860,03,1,Begins with MOD system entry; ends with ITA absorption of MOD
327,337,1816-01-01,1860-03-01,1816,01,1860,03,1,Ends with ITA absorption of TUS
327,640,1816-01-01,1860-11-01,1816,01,1860,11,5,Across Adriatic Sea (through Albania); ends with ITA absorption of PAP
329,350,1828-01-01,1861-02-01,1828,01,1861,02,5,Across Ionian Sea; begins with GRC system entry; ends with ITA absorption of SIC
329,616,1825-01-01,1861-02-01,1825,01,1861,02,4,Across Mediterranean Sea; begins with TUN system entry; ends with ITA absorption of SIC
329,640,1816-01-01,1861-02-01,1816,01,1861,02,4,Across Mediterranean Sea (through Libya); ends with ITA absorption of SIC
332,335,1851-01-01,1860-03-01,1851,01,1860,03,1,Begins with PMA system entry; ends with ITA absorption of PMA and MOD
332,337,1842-01-01,1860-03-01,1842,01,1860,03,1,Begins with MOD system entry; ends with ITA absorption of MOD and TUS
338,339,1964-09-01,2016-12-01,1964,09,2016,12,5,Across Mediterranean and Ionian Seas; begins with MLT system entry
338,350,1964-09-01,2016-12-01,1964,09,2016,12,5,Across Mediterranean Sea; begins with MLT system entry
338,616,1964-09-01,2016-12-01,1964,09,2016,12,5,Across Mediterranean Sea; begins with MLT system entry
338,620,1964-09-01,2016-12-01,1964,09,2016,12,5,Across Mediterranean Sea; begins with MLT system entry
339,341,2006-06-01,2016-12-01,2006,06,2016,12,1,Begins with MNG system entry
339,343,1993-04-01,2016-12-01,1993,04,2016,12,1,Begins with MAC system entry
339,344,1992-01-01,2016-12-01,1992,01,2016,12,4,Across Adriatic Sea; begins with CRO system entry
339,345,1914-01-01,1939-04-01,1914,01,1939,04,1,Through Montenegro and Kosovo; ends with ITA occupation of ALB
339,345,1944-11-01,2008-02-01,1944,11,2008,02,1,Through Kosovo and (until 2006) Montenegro; resumes after ALB & YUG reenter system; ends with KOS independence
339,347,2008-02-01,2016-12-01,2008,02,2016,12,1,Begins with KOS system entry
339,350,1914-01-01,1939-04-01,1914,01,1939,04,1,Begins with ALB system entry; ends with ITA occupation of ALB
339,350,1944-11-01,2016-12-01,1944,11,2016,12,1,Resumes after ITA occupation of ALB ends
341,344,2006-06-01,2016-12-01,2006,06,2016,12,1,Begins with MNG system entry
341,345,2006-06-01,2016-12-01,2006,06,2016,12,1,Begins with MNG system entry
341,346,2006-06-01,2016-12-01,2006,06,2016,12,1,Begins with MNG system entry
341,347,2008-02-01,2016-12-01,2008,02,2016,12,1,Begins with KOS system entry
343,345,1993-04-01,2016-12-01,1993,04,2016,12,1,Through Serbia and Kosovo; begins with MAC system entry
343,347,2008-02-01,2016-12-01,2008,02,2016,12,1,Begins with KOS system entry
343,350,1993-04-01,2016-12-01,1993,04,2016,12,1,Begins with MAC system entry
343,355,1993-04-01,2016-12-01,1993,04,2016,12,1,Begins with MAC system entry
344,345,1992-01-01,2016-12-01,1992,01,2016,12,1,Through Vojvodina (Serbia) and (until 2006) Montenegro
344,346,1992-04-01,2016-12-01,1992,04,2016,12,1,Begins with BOS system entry
344,349,1992-01-01,2016-12-01,1992,01,2016,12,1,Begins with CRO/SLV system entry
344,350,1992-01-01,2016-12-01,1992,01,2016,12,5,Across Adriatic and Strait of Otranto (through Othonoi Island near Corfu); begins with CRO system entry
345,346,1992-04-01,2016-12-01,1992,04,2016,12,1,Through Serbia/Kosovo and (until 2006) Montenegro; begins with BOS system entry
345,347,2008-02-01,2016-12-01,2008,02,2016,12,1,Begins with KOS system entry
345,350,1913-08-01,1941-04-01,1913,08,1941,04,1,Through Macedonia; begins after Balkan wars; ends with WW2 occupation of YUG & GRC
345,350,1944-11-01,1993-04-01,1944,11,1993,04,1,Through Macedonia (FYROM); resumes after YUG reenters system; ends with MAC secession from YUG
345,355,1908-10-01,1941-04-01,1908,10,1941,04,1,Through Serbia; begins with BUL system entry; ends with GMY occupation of YUG
345,355,1944-11-01,2016-12-01,1944,11,2016,12,1,Through Serbia; resumes after GMY occupation of YUG ends
345,360,1878-07-01,1941-04-01,1878,07,1941,04,1,Through Serbia and Vojovodina; begins with YUG/ROM system entry; ends with GMY occupation of YUG
345,360,1944-11-01,2016-12-01,1944,11,2016,12,1,Through Serbia and Vojovodina; resumes after GMY occupation of YUG ends
345,640,1878-07-01,1913-08-01,1878,07,1913,08,1,Through Macedonia; begins with YUG system entry; ends with TUR losses in Balkan wars
350,352,1960-08-01,2016-12-01,1960,08,2016,12,5,Across Mediterranean Sea (through Rhodes); begins with CYP system entry
350,355,1913-08-01,1941-04-01,1913,08,1941,04,1,Through Macedonia; begins after Balkan wars; ends with GMY occupation of GRC
350,355,1944-11-01,2016-12-01,1944,11,2016,12,1,Resumes after GMY occupation of GRC ends
350,620,1951-12-01,2016-12-01,1951,12,2016,12,5,Across Mediterranean Sea; begins with LIB system entry
