StateA,StateB,StartDate,EndDate,StartYear,StartMonth,EndYear,EndMonth,Type,Notes
522,680,1977-06-01,1990-05-01,1977,06,1990,05,2,Across Bab el Mandeb; begins with DJI system entry; ends with YAR/YPR merger into YEM
530,531,1993-05-01,2016-12-01,1993,05,2016,12,1,Begins with ERI secession from ETH
530,625,1956-01-01,2016-12-01,1956,01,2016,12,1,Begins with SUD system entry
530,626,2011-07-01,2016-12-01,2011,07,2016,12,1,Begins with SSD system entry
530,670,1952-09-01,1993-05-01,1952,09,1993,05,4,Across Red Sea (through Eritrea); begins when ERI federated with ETH; ends with ERI secession from ETH
530,678,1952-09-01,1990-05-01,1952,09,1990,05,2,Across Bab el Mandeb (through Eritrea); begins when ERI federated with ETH; ends with YAR/YPR merger into YEM
530,679,1990-05-01,1993-05-01,1990,05,1993,05,2,Across Bab el Mandeb (through Eritrea); begins with YAR/YPR merger into YEM; ends with ERI secession from ETH
530,680,1967-11-01,1990-05-01,1967,11,1990,05,3,Across Bab el Mandeb (through Eritrea); begins with YPR system entry; ends with YAR/YPR merger into YEM
531,625,1993-05-01,2016-12-01,1993,05,2016,12,1,Begins with ERI secession from ETH
531,670,1993-05-01,2016-12-01,1993,05,2016,12,4,Across Red Sea; begins with ERI secession from ETH
531,679,1993-05-01,2016-12-01,1993,05,2016,12,2,Across Bab el Mandeb; begins with ERI secession from ETH
540,551,1975-11-01,2016-12-01,1975,11,2016,12,1,Begins with ANG system entry
540,565,1990-03-01,2016-12-01,1990,03,2016,12,1,Begins with NAM system entry
541,551,1975-06-01,2016-12-01,1975,06,2016,12,1,Begins with MZM system entry
541,552,1975-06-01,2016-12-01,1975,06,2016,12,1,Begins with MZM system entry
541,553,1975-06-01,2016-12-01,1975,06,2016,12,1,Begins with MZM system entry
541,560,1975-06-01,2016-12-01,1975,06,2016,12,1,Begins with MZM system entry
541,572,1975-06-01,2016-12-01,1975,06,2016,12,1,Begins with MZM system entry
541,580,1975-06-01,2016-12-01,1975,06,2016,12,5,Across Indian Ocean; begins with MZM system entry
541,581,1975-12-01,2016-12-01,1975,12,2016,12,5,Across Indian Ocean; begins with COM system entry
541,591,1976-06-01,2016-12-01,1976,06,2016,12,5,Across Indian Ocean; begins with SEY system entry
551,552,1965-11-01,2016-12-01,1965,11,2016,12,1,Begins with ZIM system entry
551,553,1964-10-01,2016-12-01,1964,10,2016,12,1,Begins with ZAM system entry
551,565,1990-03-01,2016-12-01,1990,03,2016,12,1,Begins with NAM system entry
551,571,1966-09-01,2016-12-01,1966,09,2016,12,1,Begins with BOT system entry
552,560,1965-11-01,2016-12-01,1965,11,2016,12,1,Begins with ZIM system entry
552,571,1966-09-01,2016-12-01,1966,09,2016,12,1,Begins with BOT system entry
560,565,1990-03-01,2016-12-01,1990,03,2016,12,1,Begins with NAM system entry
560,570,1966-10-01,2016-12-01,1966,10,2016,12,1,Begins with LES system entry
560,571,1966-09-01,2016-12-01,1966,09,2016,12,1,Begins with BOT system entry
560,572,1968-09-01,2016-12-01,1968,09,2016,12,1,Begins with SWA system entry
565,571,1990-03-01,2016-12-01,1990,03,2016,12,1,Begins with NAM system entry
580,581,1975-12-01,2016-12-01,1975,12,2016,12,5,Across Indian Ocean; begins with COM system entry
580,591,1976-06-01,2016-12-01,1976,06,2016,12,5,Across Indian Ocean; begins with SEY system entry
581,591,1976-06-01,2016-12-01,1976,06,2016,12,5,Across Indian Ocean; begins with SEY system entry
590,591,1976-06-01,2016-12-01,1976,06,2016,12,5,Across Indian Ocean; begins with SEY system entry
600,615,1962-07-01,2016-12-01,1962,07,2016,12,1,Begins with ALG system entry
615,616,1962-07-01,2016-12-01,1962,07,2016,12,1,Begins with ALG system entry
615,620,1962-07-01,2016-12-01,1962,07,2016,12,1,Begins with ALG system entry
616,620,1956-03-01,2016-12-01,1956,03,2016,12,1,Begins with TUN system reentry
616,640,1835-05-01,1881-05-01,1835,05,1881,05,1,Through Libya; begins with restoration of Ottoman rule over Libya; ends with FRN occupation of TUN
620,625,1956-03-01,2016-12-01,1956,03,2016,12,1,Begins with SUD system entry
620,640,1951-12-01,2016-12-01,1951,12,2016,12,5,Across Mediterranean Sea; begins with LIB system entry
620,651,1951-12-01,2016-12-01,1951,12,2016,12,1,Begins with LIB system entry
625,626,2011-07-01,2016-12-01,2011,07,2016,12,1,Begins with SSD system entry
625,651,1956-01-01,2016-12-01,1956,01,2016,12,1,Begins with SUD system entry
625,670,1956-01-01,2016-12-01,1956,01,2016,12,4,Across Red Sea; begins with SUD system entry
625,678,1956-01-01,1990-05-01,1956,01,1990,05,5,Across Red Sea; begins with SUD system entry; ends with YAR/YPR merger into YEM
625,679,1990-05-01,2016-12-01,1990,05,2016,12,5,Across Red Sea; begins with YAR/YPR merger into YEM
625,680,1967-11-01,1990-05-01,1967,11,1990,05,5,Across Red Sea; begins with YPR system entry; ends with YAR/YPR merger into YEM
630,640,1855-01-01,2016-12-01,1855,01,2016,12,1,Begins with IRN system entry
630,645,1932-10-01,2016-12-01,1932,10,2016,12,1,Begins with IRQ system entry
630,670,1927-05-01,2016-12-01,1927,05,2016,12,4,Across Persian Gulf; begins with SAU system entry
630,690,1961-06-01,2016-12-01,1961,06,2016,12,3,Across Persian Gulf; begins with KUW system entry
630,692,1971-08-01,2016-12-01,1971,08,2016,12,4,Across Persian Gulf; begins with BAH system entry
630,694,1971-09-01,2016-12-01,1971,09,2016,12,4,Across Persian Gulf; begins with QAT system entry
630,696,1971-12-01,2016-12-01,1971,12,2016,12,4,Across Persian Gulf; begins with UAE system entry
630,698,1971-10-01,2016-12-01,1971,10,2016,12,4,Across Persian Gulf; begins with OMA system entry
630,700,1920-01-01,2016-12-01,1920,01,2016,12,1,Begins with AFG system entry
630,701,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with TKM system entry
630,705,1991-12-01,2016-12-01,1991,12,2016,12,5,Across Caspian Sea; begins with KZK system entry
630,770,1947-08-01,2016-12-01,1947,08,2016,12,1,Begins with PAK system entry
640,645,1932-10-01,2016-12-01,1932,10,2016,12,1,Begins with IRQ system entry
640,651,1855-01-01,1882-09-01,1855,01,1882,09,1,Begins with EGY system entry; ends with UKG occupation of EGY
640,651,1937-05-01,1958-02-01,1937,05,1958,02,5,Across Mediterranean Sea; resumes with EGY system reentry; sea contiguity replaced by land when SYR merges with EGY
640,651,1958-02-01,1961-09-01,1958,02,1961,09,1,Through Syria (merged with EGY from 1958-61); ends when Syria ends merger with EGY
640,651,1961-09-01,2016-12-01,1961,09,2016,12,5,Across Mediterranean Sea; sea contiguity resumes after SYR leaves merger
640,652,1946-04-01,1958-02-01,1946,04,1958,02,1,Begins with SYR system entry; ends when SYR merges with EGY
640,652,1961-09-01,2016-12-01,1961,09,2016,12,1,Resumes after SYR leaves merger with EGY
640,660,1946-03-01,2016-12-01,1946,03,2016,12,4,Across Mediterranean Sea; begins with LEB system entry
640,666,1948-05-01,2016-12-01,1948,05,2016,12,5,Across Mediterranean Sea; begins with ISR system entry
645,651,1958-02-01,1961-09-01,1958,02,1961,09,1,Through Syria (merged with EGY from 1958-61); ends when Syria ends merger with EGY
645,652,1946-04-01,1958-02-01,1946,04,1958,02,1,Begins with SYR system entry; ends when SYR merges with EGY
645,652,1961-09-01,2016-12-01,1961,09,2016,12,1,Resumes after SYR leaves merger with EGY
645,663,1946-03-01,2016-12-01,1946,03,2016,12,1,Begins with JOR system entry
645,670,1932-10-01,2016-12-01,1932,10,2016,12,1,Begins with IRQ system entry
645,690,1961-06-01,2016-12-01,1961,06,2016,12,1,Begins with KUW system entry
645,692,1971-08-01,2016-12-01,1971,08,2016,12,5,Across Persian Gulf; begins with BAH system entry
645,694,1971-09-01,2016-12-01,1971,09,2016,12,5,Across Persian Gulf; begins with QAT system entry
651,652,1946-04-01,1958-02-01,1946,04,1958,02,5,Across Mediterranean Sea; begins with SYR system entry; ends when SYR merges with EGY
651,652,1961-09-01,2016-12-01,1961,09,2016,12,5,Across Mediterranean Sea; resumes after SYR leaves merger with EGY
651,660,1946-03-01,1958-02-01,1946,03,1958,02,5,Across Mediterranean Sea; begins with LEB system entry; sea border replaced by land border when SYR merges with EGY
651,660,1958-02-01,1961-09-01,1958,02,1961,09,1,Through Syria (merged with EGY from 1958-61); ends when Syria ends merger with EGY
651,660,1961-09-01,2016-12-01,1961,09,2016,12,5,Across Mediterranean Sea; sea contiguity resumes after SYR leaves merger
651,663,1946-03-01,1958-02-01,1946,03,1958,02,2,Across Gulf of Aqaba (through Sinai Peninsula); begins with JOR system entry; sea border replaced by land border when SYR merges with EGY
651,663,1958-02-01,1961-09-01,1958,02,1961,09,1,Through Syria (merged with EGY from 1958-61); ends when Syria ends merger with EGY
651,663,1961-09-01,1967-06-01,1961,09,1967,06,2,Across Gulf of Aqaba (through Sinai Peninsula); sea contiguity resumes after SYR leaves merger; ends when ISR captures Sinai Peninsula
651,663,1982-04-01,2016-12-01,1982,04,2016,12,2,Across Gulf of Aqaba (through Sinai Peninsula); resumes when EGY recovers Sinai from ISR
651,666,1948-05-01,2016-12-01,1948,05,2016,12,1,Begins with ISR system entry
651,670,1937-05-01,1967-06-01,1937,05,1967,06,2,Across Gulf of Aqaba (through Sinai Peninsula); begins with EGY system reentry; ends when ISR captures Sinai Peninsula
651,670,1967-06-01,1982-04-01,1967,06,1982,04,4,Across Red Sea; farther sea contiguity due to EGY loss of Sinai
651,670,1982-04-01,2016-12-01,1982,04,2016,12,2,Across Gulf of Aqaba (through Sinai Peninsula); resumes when EGY recovers Sinai from ISR
652,660,1946-04-01,1958-02-01,1946,04,1958,02,1,Begins with SYR system entry; ends when SYR merges with EGY
652,660,1961-09-01,2016-12-01,1961,09,2016,12,1,Resumes after SYR leaves merger with EGY
652,663,1946-04-01,1958-02-01,1946,04,1958,02,1,Begins with SYR system entry; ends when SYR merges with EGY
652,663,1961-09-01,2016-12-01,1961,09,2016,12,1,Resumes after SYR leaves merger with EGY
652,666,1948-05-01,1958-02-01,1948,05,1958,02,1,Begins with ISR system entry; ends when SYR merges with EGY
652,666,1961-09-01,2016-12-01,1961,09,2016,12,1,Resumes after SYR leaves merger with EGY
660,666,1948-05-01,2016-12-01,1948,05,2016,12,1,Begins with ISR system entry
663,666,1948-05-01,2016-12-01,1948,05,2016,12,1,Begins with ISR system entry
663,670,1946-03-01,2016-12-01,1946,03,2016,12,1,Begins with JOR system entry
666,670,1948-05-01,2016-12-01,1948,05,2016,12,2,Across Gulf of Aqaba; begins with ISR system entry
670,678,1927-05-01,1990-05-01,1927,05,1990,05,1,Begins with SAU system entry; ends with YAR/YPR merger into YEM
670,679,1990-05-01,2016-12-01,1990,05,2016,12,1,Begins with YAR/YPR merger into YEM
670,680,1967-11-01,1990-05-01,1967,11,1990,05,1,Begins with YPR system entry; ends with YAR/YPR merger into YEM
670,690,1961-06-01,2016-12-01,1961,06,2016,12,1,Begins with KUW system entry
670,692,1971-08-01,1986-11-01,1971,08,1986,11,3,Across Gulf of Bahrain; begins with BAH system entry; replaced by direct land contiguity with opening of bridge
670,692,1986-11-01,2016-12-01,1986,11,2016,12,1,Becomes land border with opening of King Fahd Causeway (25 km bridge across Gulf of Bahrain)
670,694,1971-09-01,2016-12-01,1971,09,2016,12,1,Begins with QAT system entry
670,696,1971-12-01,2016-12-01,1971,12,2016,12,1,Begins with UAE system entry
670,698,1971-10-01,2016-12-01,1971,10,2016,12,1,Begins with OMA system entry
678,680,1967-11-01,1990-05-01,1967,11,1990,05,1,Begins with YPR system entry; ends with YAR/YPR merger into YEM
679,698,1990-05-01,2016-12-01,1990,05,2016,12,1,Begins with YAR/YPR merger into YEM
680,698,1971-10-01,1990-05-01,1971,10,1990,05,1,Begins with OMA system entry; ends with YAR/YPR merger into YEM
690,692,1971-08-01,2016-12-01,1971,08,2016,12,5,Across Persian Gulf; begins with BAH system entry
690,694,1971-09-01,2016-12-01,1971,09,2016,12,5,Across Persian Gulf; begins with QAT system entry
692,694,1971-09-01,2016-12-01,1971,09,2016,12,3,Across Gulf of Bahrain; begins with QAT system entry
692,696,1971-12-01,2016-12-01,1971,12,2016,12,5,Across Persian Gulf; begins with UAE system entry
692,698,1971-10-01,2016-12-01,1971,10,2016,12,5,Across Persian Gulf; begins with OMA system entry
694,696,1971-12-01,2016-12-01,1971,12,2016,12,1,Begins with UAE system entry
694,698,1971-10-01,2016-12-01,1971,10,2016,12,5,Across Persian Gulf; begins with OMA system entry
696,698,1971-12-01,2016-12-01,1971,12,2016,12,1,Begins with UAE system entry
698,770,1971-10-01,2016-12-01,1971,10,2016,12,5,Across Gulf of Oman; begins with OMA system entry
700,701,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with TKM system entry
700,702,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with TAJ system entry
700,704,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with UZB system entry
700,710,1920-01-01,2016-12-01,1920,01,2016,12,1,Begins with AFG system entry
700,770,1947-08-01,2016-12-01,1947,08,2016,12,1,Begins with PAK system entry
701,704,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with TKM/UZB system entry
701,705,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with TKM/KZK system entry
702,703,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with TAJ/KYR system entry
702,704,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with TAJ/UZB system entry
702,710,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with TAJ system entry
703,704,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with KYR/UZB system entry
703,705,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with KYZ/KZK system entry
703,710,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with KYR system entry
704,705,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with UZB system entry
705,710,1991-12-01,2016-12-01,1991,12,2016,12,1,Begins with KZK system entry
710,712,1921-01-01,2016-12-01,1921,01,2016,12,1,Begins with MON system entry
710,713,1949-12-01,2016-12-01,1949,12,2016,12,2,Across Taiwan Strait; begins with TAW system entry
710,730,1887-01-01,1905-11-01,1887,01,1905,11,1,Begins with KOR system entry; ends with JPN protectorate over KOR
710,731,1948-09-01,2016-12-01,1948,09,2016,12,1,Begins with PRK system entry
710,732,1949-06-01,2016-12-01,1949,06,2016,12,4,Across Yellow Sea; begins with ROK system entry
710,740,1860-01-01,1879-03-01,1860,01,1879,03,5,Across East China Sea (closest=Kyushu-Shanghai); begins with JPN system entry; replaced by closer contiguity when JPN annexes Ryukyus
710,740,1879-03-01,1895-04-01,1879,03,1895,04,4,Across East China Sea (closest=Formosa-Ryukyu Islands); begins with JPN annexation of Ryukyus; becomes colonial contiguity when JPN acquires Formosa
710,740,1952-04-01,2016-12-01,1952,04,2016,12,5,Across East China Sea; esumes after Allied occupation of JPN ends
710,750,1947-08-01,2016-12-01,1947,08,2016,12,1,Begins with IND system entry
710,760,1971-09-01,2016-12-01,1971,09,2016,12,1,Begins with BHU system entry
710,770,1947-08-01,2016-12-01,1947,08,2016,12,1,Begins with PAK system entry
710,775,1948-01-01,2016-12-01,1948,01,2016,12,1,Begins with MYA system entry
710,790,1950-10-01,2016-12-01,1950,10,2016,12,1,Begins with CHN occupation of Tibet
710,812,1953-10-01,2016-12-01,1953,10,2016,12,1,Begins with LAO system entry
710,816,1954-07-01,2016-12-01,1954,07,2016,12,1,Begins with DRV system entry
710,817,1954-06-01,1975-04-01,1954,06,1975,04,4,Across Gulf of Tonkin; begins with RVN system entry; ends with DRV absorption of RVN
710,840,1946-07-01,1949-12-01,1946,07,1949,12,4,Across South China Sea; begins with PHI system entry; changes to more distant sea contiguity when TAW becomes independent
710,840,1949-12-01,2016-12-01,1949,12,2016,12,5,Across South China Sea; more distant sea contiguity (from CHN mainland rather than TAW) begins with TAW system entry
713,740,1972-05-01,2016-12-01,1972,05,2016,12,4,Across East China Sea; begins with return of JPN sovereignty over Ryukyu Islands
713,840,1949-12-01,2016-12-01,1949,12,2016,12,4,Across South China Sea; begins with TAW system entry
730,740,1887-01-01,1905-11-01,1887,01,1905,11,4,Across Korea Strait; begins with KOR system entry; ends with JPN protectorate over KOR
731,732,1949-06-01,2016-12-01,1949,06,2016,12,1,Begins with ROK system entry
731,740,1952-04-01,2016-12-01,1952,04,2016,12,5,Across Sea of Japan; begins when Allied occupation of JPN ends
732,740,1952-04-01,2016-12-01,1952,04,2016,12,4,Across Korea Strait; begins when Allied occupation of JPN ends
740,840,1972-05-01,2016-12-01,1972,05,2016,12,5,Across Philippine Sea; begins with return of JPN sovereignty over Ryukyu Islands
750,760,1971-09-01,2016-12-01,1971,09,2016,12,1,Begins with BHU system entry
750,770,1947-08-01,2016-12-01,1947,08,2016,12,1,Begins with IND system entry
750,771,1972-01-01,2016-12-01,1972,01,2016,12,1,Begins with BNG system entry
750,775,1948-01-01,2016-12-01,1948,01,2016,12,1,Begins with MYA system entry
750,780,1948-02-01,2016-12-01,1948,02,2016,12,2,Across Gulf of Mannar; begins with SRI system entry
750,781,1965-07-01,2016-12-01,1965,07,2016,12,4,Across Laccadive Sea; begins with MAD system entry
750,790,1947-08-01,2016-12-01,1947,08,2016,12,1,Begins with IND system entry
750,800,1947-08-01,2016-12-01,1947,08,2016,12,5,Across Andaman Sea (through Andaman and Nicobar Islands); begins with IND system entry
750,820,1957-08-01,2016-12-01,1957,08,2016,12,5,Across Andaman Sea (through Andaman and Nicobar Islands); begins with MAL system entry
750,850,1949-12-01,2016-12-01,1949,12,2016,12,4,Across Great Channel (through Nicobar Islands-Sumatra); begins with INS system entry
770,775,1948-01-01,2016-12-01,1948,01,2016,12,1,Begins with MYA system entry
771,775,1972-01-01,2016-12-01,1972,01,2016,12,1,Begins with BNG system entry
775,800,1948-01-01,2016-12-01,1948,01,2016,12,1,Begins with MYA system entry
775,812,1953-10-01,2016-12-01,1953,10,2016,12,1,Begins with LAO system entry
775,850,1949-12-01,2016-12-01,1949,12,2016,12,5,Across Andaman Sea (through Sumatra); begins with INS system entry
800,811,1953-11-01,2016-12-01,1953,11,2016,12,1,Begins with CAM system entry
800,812,1953-10-01,2016-12-01,1953,10,2016,12,1,Begins with LAO system entry
800,816,1975-04-01,2016-12-01,1975,04,2016,12,5,Across Gulf of Thailand (through S.Vietnam); begins with DRV absorption of RVN
800,817,1954-06-01,1975-04-01,1954,06,1975,04,5,Across Gulf of Thailand; begins with RVN system entry; ends with DRV absorption of RVN
800,820,1957-08-01,2016-12-01,1957,08,2016,12,1,Begins with MAL system entry
800,850,1949-12-01,2016-12-01,1949,12,2016,12,4,Across Strait of Malacca (through Sumatra); begins with INS system entry
811,812,1953-11-01,2016-12-01,1953,11,2016,12,1,Begins with CAM system entry
811,816,1975-04-01,2016-12-01,1975,04,2016,12,1,Through S.Vietnam; begins with DRV absorption of RVN
811,817,1954-06-01,1975-04-01,1954,06,1975,04,1,Begins with RVN system entry; ends with DRV absorption of RVN
811,820,1957-08-01,2016-12-01,1957,08,2016,12,5,Across Gulf of Thailand; begins with MAL system entry
812,816,1954-07-01,2016-12-01,1954,07,2016,12,1,Begins with DRV system entry
812,817,1954-06-01,1975-04-01,1954,06,1975,04,1,Begins with RVN system entry; ends with DRV absorption of RVN
816,817,1954-06-01,1975-04-01,1954,06,1975,04,1,Begins with RVN system entry; ends with DRV absorption of RVN
816,820,1975-04-01,2016-12-01,1975,04,2016,12,5,Across Gulf of Thailand (through S.Vietnam); begins with DRV absorption of RVN
816,850,1975-04-01,2016-12-01,1975,04,2016,12,5,Across South China Sea (through S.Vietnam); begins with DRV absorption of RVN
817,820,1957-08-01,1975-04-01,1957,08,1975,04,5,Across South China Sea; begins with MAL system entry; ends with DRV absorption of RVN
817,850,1954-06-01,1975-04-01,1954,06,1975,04,5,Across Gulf of Thailand; begins with RVN system entry; ends with DRV absorption of RVN
820,830,1965-08-01,2016-12-01,1965,08,2016,12,1,Begins with SIN system entry
820,835,1984-01-01,2016-12-01,1984,01,2016,12,1,Begins with BRU system etry
820,840,1963-09-01,2016-12-01,1963,09,2016,12,3,Across Balabac Strait (through Sabah-Palawan); begins when Sabah/Sarawak join MAL
820,850,1957-08-01,1963-09-01,1957,08,1963,09,3,Across Strait of Malacca (through Sumatra-Malay Peninsula); begins with MAL system entry; replaced by land border when Sabah/Sarawak join MAL
820,850,1963-09-01,2016-12-01,1963,09,2016,12,1,Begins when Sabah/Sarawak join MAL
830,850,1965-08-01,2016-12-01,1965,08,2016,12,2,Across Singapore Strait; begins with SIN system entry
835,840,1984-01-01,2016-12-01,1984,01,2016,12,5,Across South China Sea (through Palawan); begins with BRU system etry
840,850,1949-12-01,2016-12-01,1949,12,2016,12,4,Across Celebes Sea (through Sulu Archipelago-Borneo); begins with INS system entry
840,986,1994-11-01,2016-12-01,1994,11,2016,12,5,Across Pacific Ocean; begins with PAL system entry
850,860,2002-09-01,2016-12-01,2002,09,2016,12,1,Begins with ETM system entry
850,900,1949-12-01,1963-04-01,1949,12,1963,04,5,Across Timor Sea (through Timor); begins with INS system entry; replaced by closer contiguity with INS acquisition of West Irian
850,900,1963-05-01,2016-12-01,1963,05,2016,12,4,Across Arafura Sea (through Irian Jaya); begins with INS acquisition of West Irian
850,910,1975-09-01,2016-12-01,1975,09,2016,12,1,Begins with PNG system entry
850,986,1994-11-01,2016-12-01,1994,11,2016,12,4,Across Pacific Ocean; begins with PAL system entry
850,987,1991-09-01,2016-12-01,1991,09,2016,12,5,Across Pacific Ocean; begins with FSM system entry
860,900,2002-09-01,2016-12-01,2002,09,2016,12,5,Across Timor Sea; begins with ETM system entry
900,910,1975-09-01,2016-12-01,1975,09,2016,12,2,Across Torres Strait; begins with PNG system entry
910,940,1978-07-01,2016-12-01,1978,07,2016,12,2,Across Solomon Sea; begins with SOL system entry
910,987,1991-09-01,2016-12-01,1991,09,2016,12,5,Across Pacific Ocean; begins with FSM system entry
935,940,1981-09-01,2016-12-01,1981,09,2016,12,4,Across Pacific Ocean; begins with VAN system entry
946,947,2000-08-01,2016-12-01,2000,08,2016,12,5,Across Pacific Ocean; begins with TUV system entry
946,970,1999-09-01,2016-12-01,1999,09,2016,12,5,Across Pacific Ocean; begins with KIR and NAU system entry
946,983,1999-09-01,2016-12-01,1999,09,2016,12,5,Across Pacific Ocean; begins with KIR system entry
947,950,2000-08-01,2016-12-01,2000,08,2016,12,5,Across Pacific Ocean; begins with TUV system entry
950,955,1999-08-01,2016-12-01,1999,08,2016,12,5,Across Pacific Ocean; begins with TON system entry
955,990,1999-08-01,2016-12-01,1999,08,2016,12,5,Across Pacific Ocean; begins with TON system entry
986,987,1994-11-01,2016-12-01,1994,11,2016,12,4,Across Pacific Ocean; begins with PAL system entry
