TerritorialChangeID,Gainer,Loser,TransferDate,Year,Month,Procedure,TerritoryID,TerritoryArea,TerritoryPopulation,IsWholeTerritory,IsMilConflict,IsIndependence,GainerIsCont,LoserIsCont,IsGainerHomeland,IsLoserHomeland,IsSystemEntry,IsSystemExit
607,652,220,1946-04-01,1946,4,,652,184920.00,2978000,1,1,1,,0,1,0,1,0
608,660,220,1946-08-01,1946,8,,660,10400.00,1156000,1,0,1,,0,1,0,1,0
609,663,200,1946-03-01,1946,3,,663,89484.00,400000,1,0,1,,0,1,0,1,0
610,840,2,1946-07-01,1946,7,,840,299404.00,18400000,1,0,1,,0,1,0,1,0
611,2,740,1947-04-01,1947,4,6,980,1779.00,47000,1,0,0,0,0,0,0,0,0
612,220,325,1947-02-01,1947,2,3,325,1.00,,0,1,0,1,1,1,1,0,0
613,220,260,1947-10-01,1947,10,2,256,2567.00,874000,1,0,0,1,1,1,1,0,0
614,315,310,1947-02-01,1947,2,3,310,1.00,,0,1,0,1,1,1,1,0,0
615,339,325,1947-02-01,1947,2,3,339,5.00,,0,1,0,1,1,1,1,0,0
616,345,325,1947-02-01,1947,2,3,325,3600.00,,0,1,0,1,1,1,1,0,0
617,350,325,1947-02-01,1947,2,3,3353,2681.00,115343,0,1,0,1,0,1,1,0,0
618,365,360,1947-02-01,1947,2,1,360,49987.00,3500000,0,1,0,1,1,1,1,0,0
619,365,375,1947-02-01,1947,2,3,375,44104.00,450000,0,1,0,1,1,1,1,0,0
620,560,,1947-12-01,1947,12,2,560,429.00,0,0,0,0,0,,1,1,0,0
621,750,200,1947-08-01,1947,8,,750,2729368.00,345000,1,0,1,,0,1,0,1,0
622,770,200,1947-08-01,1947,8,,770,863777.00,72200000,1,0,1,,0,1,0,1,0
623,900,200,1947-12-01,1947,12,3,9005,412.00,0,1,0,0,0,0,0,0,0,0
624,1,325,1947-02-01,1947,2,3,620,1774149.00,1124000,1,1,0,,0,,0,0,0
625,1,325,1947-02-01,1947,2,3,326,743.00,292000,1,1,0,,1,,1,0,0
626,1,325,1947-02-01,1947,2,3,520,461541.00,1086000,1,1,0,,0,,0,0,0
627,1,325,1947-02-01,1947,2,3,531,124000.00,1000000,1,1,0,,0,,0,0,0
628,20,200,1948-07-01,1948,7,5,21,404519.00,324000,1,0,0,1,0,1,0,0,0
629,666,200,1948-05-01,1948,5,,666,12820.00,782000,1,1,1,,0,1,0,1,0
630,731,365,1948-09-01,1948,9,,731,121129.00,8000000,1,0,1,,1,1,0,1,0
631,732,2,1948-08-01,1948,8,,732,98500.00,20200000,1,0,1,,0,1,0,1,0
632,775,200,1948-01-01,1948,1,,775,678034.00,18100000,1,0,1,,0,1,0,1,0
633,780,200,1948-01-01,1948,1,,780,65610.00,7244000,1,0,1,,0,1,0,1,0
634,210,260,1949-04-01,1949,4,3,260,78.00,9000,0,0,0,1,1,1,1,0,0
635,211,255,1949-04-01,1949,4,3,255,18.00,,0,0,0,1,1,1,1,0,0
636,212,255,1949-04-01,1949,4,3,255,6.00,,0,0,0,1,1,1,1,0,0
637,220,255,1949-04-01,1949,4,3,255,7.00,,0,0,0,1,1,1,1,0,0
638,325,1,1949-04-01,1949,4,6,520,461541.00,1086000,1,0,0,0,,0,,0,0
639,651,666,1949-02-01,1949,2,1,666,258.00,405000,0,1,0,1,1,1,1,0,0
640,663,666,1949-07-01,1949,7,1,666,5607.00,400000,0,1,0,1,1,1,1,0,0
642,713,710,1949-12-01,1949,12,4,713,36156.00,7099000,1,1,1,,1,1,0,1,0
643,750,770,1949-01-01,1949,1,1,7507,139860.00,2700000,0,1,0,1,1,1,1,0,0
644,760,750,1949-08-01,1949,8,3,750,83.00,19920,0,0,0,1,1,1,1,0,0
645,760,750,1949-08-01,1949,8,,760,46600.00,300000,1,0,1,,1,1,0,1,0
646,770,750,1949-01-01,1949,1,1,7507,32024.00,1320000,0,1,0,1,1,1,1,0,0
647,850,210,1949-12-01,1949,12,,850,1491562.00,74800000,1,1,1,,0,1,0,1,0
648,750,220,1950-12-01,1950,12,3,751,10.00,44786,0,0,0,1,0,1,0,0,0
649,750,761,1950-12-01,1950,12,3,761,7298.00,137158,1,0,0,1,,1,1,0,0
650,290,365,1951-05-01,1951,5,3,365,240.00,7000,0,0,0,1,1,1,1,0,0
651,365,290,1951-05-01,1951,5,3,290,240.00,7000,0,0,0,1,1,1,1,0,0
652,620,1,1951-12-01,1951,12,,620,1774149.00,1091830,1,0,1,,,1,,1,0
653,530,1,1952-09-01,1952,9,5,531,124000.00,1000000,1,0,0,1,,1,,0,0
654,740,1,1952-04-01,1952,4,,740,371205.00,83200000,1,0,1,,,1,,,0
655,740,2,1953-12-01,1953,12,3,741,1000.00,,0,0,0,1,0,1,0,0,0
656,811,220,1953-11-01,1953,11,,811,172511.00,4440000,1,0,1,,0,1,0,1,0
657,265,365,1954-03-01,1954,3,,265,107834.00,18100000,1,0,1,,0,1,0,1,0
658,325,1,1954-10-01,1954,10,3,326,223.00,297000,0,0,0,1,,1,,0,0
659,345,1,1954-10-01,1954,10,3,326,516.00,62725,0,0,0,1,,1,,0,0
660,750,220,1954-11-01,1954,11,3,751,503.00,323000,1,0,0,1,0,1,0,0,0
661,812,220,1953-12-01,1953,12,,812,236800.00,1505000,1,0,1,,0,1,0,1,0
662,816,220,1954-12-01,1954,12,,816,155203.00,16100000,1,1,1,,0,1,0,1,0
663,817,220,1954-12-01,1954,12,,817,168350.00,9934000,1,1,1,,0,1,0,1,0
664,220,620,1955-01-01,1955,,3,620,26000.00,,0,0,0,0,1,0,1,0,0
665,260,1,1955-05-01,1955,5,,260,247476.00,50200000,1,0,0,,,1,,1,0
666,305,1,1955-07-01,1955,7,,305,83869.00,6947000,1,0,0,,,1,,1,0
667,710,713,1955-02-01,1955,2,3,713,1.00,300,0,1,0,1,1,1,1,0,0
668,900,200,1955-11-01,1955,11,3,9002,14.00,500,1,0,0,0,0,0,0,0,0
669,260,211,1956-09-01,1956,9,3,211,1.00,648,0,0,0,1,1,1,1,0,0
670,600,220,1956-03-01,1956,3,,600,380800.00,8955000,1,0,1,,0,1,0,1,0
671,600,230,1956-04-01,1956,4,3,602,19656.00,1045000,0,0,0,1,1,1,0,0,0
672,600,1,1956-10-01,1956,10,3,601,349.00,183000,1,0,0,1,,1,,0,0
673,616,220,1956-03-01,1956,3,,616,125180.00,3963000,1,0,1,,0,1,0,1,0
674,625,200,1956-01-01,1956,1,,625,2505823.00,10300000,1,0,1,,0,1,0,1,0
675,651,200,1956-06-01,1956,6,3,651,1.00,,0,0,0,1,0,1,0,0,0
676,740,365,1956-10-01,1956,10,3,365,500.00,,0,0,0,1,1,1,1,0,0
677,260,220,1957-01-01,1957,1,3,256,2567.00,992000,1,0,0,1,1,1,0,0,0
678,452,200,1957-03-01,1957,3,,452,204097.00,6250000,1,0,1,,0,1,0,1,0
679,452,200,1957-03-01,1957,3,5,462,33776.00,429000,1,0,0,1,0,1,0,0,0
680,820,200,1957-08-01,1957,8,,820,131287.00,6279000,1,0,1,,0,1,0,1,0
681,438,220,1958-10-01,1958,10,,438,245857.00,2896000,1,0,1,,0,1,0,1,0
682,600,230,1958-04-01,1958,4,3,602,13219.00,9000,1,0,0,1,0,1,0,0,0
683,651,652,1958-02-01,1958,2,5,652,1187338.00,29300000,1,0,0,0,0,1,1,0,0
684,750,770,1958-09-01,1958,9,3,770,1.00,,0,0,0,1,1,1,1,0,0
685,770,750,1958-09-01,1958,9,3,750,1.00,300,0,0,0,1,1,1,1,0,0
686,770,698,1958-09-01,1958,9,3,698,1.00,8146,0,0,0,1,0,1,0,0,0
687,900,200,1958-10-01,1958,10,3,9002,135.00,3361,1,0,0,0,0,0,0,0,0
688,91,93,1960-11-01,1960,11,3,93,20720.00,,0,0,0,1,1,1,1,0,0
689,352,200,1960-08-01,1960,8,,352,9251.00,573000,1,0,1,,0,1,0,1,0
690,432,220,1960-04-01,1960,4,,432,1401182.00,7172000,1,0,1,,0,1,0,,0
692,433,432,1960-08-01,1960,8,4,433,197161.00,3110000,1,0,1,,1,1,0,1,0
693,434,220,1960-08-01,1960,8,,434,115760.00,2050000,1,0,1,,0,1,0,1,0
694,435,220,1960-11-01,1960,11,,435,1085805.00,970000,1,0,1,,0,1,0,1,0
695,436,220,1960-08-01,1960,8,,436,1188794.00,2876000,1,0,1,,0,1,0,1,0
696,437,220,1960-08-01,1960,8,,437,322463.00,3230000,1,0,1,,0,1,0,1,0
697,439,220,1960-08-01,1960,8,,439,274200.00,4400000,1,0,1,,0,1,0,1,0
698,461,220,1960-04-01,1960,4,,461,56600.00,1440000,1,0,1,,0,1,0,1,0
699,471,220,1960-01-01,1960,1,,471,432012.00,4700000,1,0,1,,0,1,0,1,0
700,475,200,1960-10-01,1960,10,,475,878447.00,52000000,1,0,1,,0,1,0,1,0
701,481,220,1960-08-01,1960,8,,481,267000.00,446000,1,0,1,,0,1,0,1,0
702,482,220,1960-08-01,1960,8,,482,626000.00,1227000,1,0,1,,0,1,0,1,0
703,483,220,1960-08-01,1960,8,,483,1283000.00,3070000,1,0,1,,0,1,0,1,0
704,484,220,1960-08-01,1960,8,,484,342000.00,773000,1,0,1,,0,1,0,1,0
705,490,211,1960-06-01,1960,6,,490,2344932.00,14100000,1,0,1,,0,1,0,1,0
706,520,325,1960-07-01,1960,7,,520,461541.00,1330000,1,0,1,,0,1,0,1,0
707,520,200,1960-07-01,1960,7,5,521,176120.00,650000,1,0,0,1,0,1,0,0,0
708,580,220,1960-06-01,1960,6,,580,590000.00,5393000,1,0,1,,0,1,0,1,0
709,434,235,1961-08-01,1961,8,1,434,2.00,12,0,0,0,1,0,1,0,0,0
710,451,200,1961-04-01,1961,4,,451,72326.00,2252000,1,0,1,,0,1,0,1,0
711,471,200,1961-02-01,1961,2,5,472,42945.00,840000,0,0,0,1,0,1,0,0,0
712,475,200,1961-02-01,1961,2,5,472,45325.00,,0,0,0,1,0,1,0,0,0
713,510,200,1961-12-01,1961,12,,510,939361.00,9399000,1,0,1,,0,1,0,1,0
714,652,651,1961-09-01,1961,9,4,652,184920.00,4693000,1,0,1,,0,1,0,1,0
715,690,200,1961-06-01,1961,6,,690,15540.00,322000,1,0,1,,0,1,0,1,0
716,710,775,1961-10-01,1961,10,3,775,161.00,0,0,0,0,1,1,1,1,0,0
717,750,235,1961-12-01,1961,12,1,752,4193.00,649660,1,1,0,1,0,1,0,0,0
718,790,710,1961-10-01,1961,10,3,710,780.00,31200,0,0,0,1,1,1,1,0,0
719,51,200,1962-08-01,1962,8,,51,11424.00,1661000,1,0,1,,0,1,0,1,0
720,52,200,1962-08-01,1962,8,,52,5128.00,900000,1,0,1,,0,1,0,1,0
721,500,200,1962-10-01,1962,10,,500,243411.00,7016000,1,0,1,,0,1,0,1,0
722,516,211,1962-07-01,1962,7,,516,27834.00,3025000,1,0,1,,0,1,0,1,0
723,517,211,1962-07-01,1962,7,,517,26388.00,2840000,1,0,1,,0,1,0,1,0
724,615,220,1962-07-01,1962,7,,615,2381741.00,10900000,1,1,1,,0,1,0,1,0
725,990,920,1962-01-01,1962,1,,990,2823.00,116000,1,0,1,,0,1,0,1,0
726,70,2,1963-07-01,1963,7,3,2,2.00,100,0,0,0,1,1,1,1,0,0
727,260,210,1963-08-01,1963,8,3,210,1.00,,0,0,0,1,1,1,1,0,0
728,501,200,1963-12-01,1963,12,,501,582646.00,8847000,1,0,1,,0,1,0,1,0
729,511,200,1963-12-01,1963,12,,511,2642.00,329000,1,0,1,,0,1,0,1,0
730,770,710,1963-03-01,1963,3,3,710,1942.00,9136,0,0,0,1,1,1,1,0,0
731,820,200,1963-10-01,1963,10,5,830,583.00,1733000,1,0,0,1,0,1,0,0,0
732,820,200,1963-10-01,1963,10,5,823,76115.00,478000,1,0,0,0,0,1,0,0,0
733,820,200,1963-10-01,1963,10,5,824,124967.00,778000,1,0,0,0,0,1,0,0,0
734,850,210,1963-05-01,1963,5,3,851,412781.00,751000,1,1,0,1,0,1,0,0,0
735,338,200,1964-09-01,1964,9,,338,316.00,324000,1,0,1,,0,1,0,1,0
736,510,511,1964-04-01,1964,4,5,511,942003.00,11400000,1,0,0,1,1,1,1,0,0
737,551,200,1964-10-01,1964,10,,551,751936.00,3600000,1,0,1,,0,1,0,1,0
738,553,200,1964-07-01,1964,7,,553,119311.00,3845000,1,0,1,,0,1,0,1,0
739,420,200,1965-02-01,1965,2,,420,10368.00,330000,1,0,1,,0,1,0,1,0
740,663,670,1965-08-01,1965,8,3,670,750.00,750,0,0,0,1,1,1,1,0,0
741,670,663,1965-08-01,1965,8,3,663,750.00,750,0,0,0,1,1,1,1,0,0
742,781,200,1965-07-01,1965,7,,781,298.00,98000,1,0,1,,0,1,0,,0
743,830,820,1965-08-01,1965,8,4,830,583.00,1865000,1,0,1,,1,1,0,1,0
744,53,200,1966-11-01,1966,11,,53,430.00,238000,1,0,1,,0,1,0,1,0
745,110,200,1966-05-01,1966,5,,110,210000.00,714223,1,0,1,,0,1,0,1,0
746,570,200,1966-10-01,1966,10,,570,30340.00,1080857,1,0,1,,0,1,0,1,0
747,571,200,1966-09-01,1966,9,,571,575000.00,667000,1,0,1,,0,1,0,1,0
748,666,651,1967-06-01,1967,6,1,651,53242.00,418800,0,1,0,1,1,1,1,0,0
749,666,652,1967-06-01,1967,6,1,652,1710.00,60000,0,1,0,1,1,1,1,0,0
750,666,663,1967-06-01,1967,6,1,663,5878.00,674500,0,1,0,1,1,1,1,0,0
751,680,200,1967-11-01,1967,11,,680,160300.00,1250000,1,0,1,,0,1,0,1,0
752,698,200,1967-01-01,1967,,3,698,73.00,85,0,0,0,1,0,1,0,0,0
753,411,230,1968-10-01,1968,10,,411,28051.00,290000,1,0,1,,0,1,0,1,0
754,572,200,1968-09-01,1968,9,,572,17400.00,442195,1,0,1,,0,1,0,1,0
755,590,200,1968-03-01,1968,3,,590,1865.00,830700,1,0,1,,0,1,0,1,0
756,740,2,1968-06-01,1968,6,3,,100.00,,0,0,0,0,0,1,0,0,0
757,750,770,1968-02-01,1968,2,3,770,7000.00,,0,0,0,1,1,1,1,0,0
758,770,750,1968-02-01,1968,2,3,750,780.00,187200,0,0,0,1,1,1,1,0,0
759,970,900,1968-01-01,1968,1,,970,22.00,6603,1,0,1,,0,1,0,,0
760,600,230,1969-06-01,1969,6,3,605,1505.00,51517,1,0,0,1,0,1,0,0,0
761,670,690,1969-12-01,1969,12,3,690,2850.00,2080,0,0,0,1,1,1,1,0,0
762,690,670,1969-12-01,1969,12,3,670,2850.00,2080,0,0,0,1,1,1,1,0,0
763,950,200,1970-10-01,1970,10,,950,18272.00,524457,1,0,1,,0,1,0,1,0
764,955,200,1970-06-01,1970,6,,955,700.00,87406,1,0,1,,0,1,0,,0
765,93,2,1971-04-01,1971,4,3,93,6.00,2116,0,0,0,1,0,0,0,0,0
766,630,696,1971-11-01,1971,11,1,696,1.00,100,0,1,0,1,1,1,1,0,0
767,630,696,1971-11-01,1971,11,2,696,1.00,100,0,0,0,1,1,1,1,0,0
768,692,200,1971-07-01,1971,7,,692,723.00,216815,1,0,1,,0,1,0,1,0
769,694,200,1971-09-01,1971,9,,694,11000.00,160000,1,0,1,,0,1,0,1,0
770,696,696,1971-12-01,1971,12,5,696,90410.00,154656,0,0,0,1,1,1,1,,0
774,750,770,1971-12-01,1971,12,1,770,13361.00,5000000,0,1,0,1,1,1,1,0,0
775,770,750,1971-12-01,1971,12,1,750,315.00,75600,0,0,0,1,1,1,1,0,0
776,771,770,1971-12-01,1971,12,4,771,144020.00,71300000,1,1,1,,0,1,0,,0
777,91,2,1972-01-01,1972,,3,91,3.00,,0,0,0,1,0,1,0,0,0
778,678,680,1972-01-01,1972,,2,680,182.00,1000,0,0,0,1,0,1,1,0,0
779,696,696,1972-02-01,1972,2,5,696,1690.00,24482,0,0,0,1,,1,1,0,0
780,740,2,1972-05-01,1972,5,3,741,848.00,934176,1,0,0,1,0,1,0,0,0
781,750,770,1972-07-01,1972,7,3,750,179.00,,0,0,0,1,1,1,1,0,0
782,770,750,1972-07-01,1972,7,3,770,14609.00,3506160,0,0,0,1,1,1,1,0,0
783,31,200,1973-07-01,1973,7,,31,13864.00,168812,1,0,1,,0,1,0,1,0
784,620,483,1973-06-01,1973,6,1,483,78000.00,78000,0,0,0,1,1,1,1,0,0
785,666,652,1973-10-01,1973,10,1,652,780.00,15000,0,1,0,1,1,1,1,0,0
787,55,200,1974-02-01,1974,2,,55,344.00,107779,1,0,1,,0,1,0,1,0
788,404,235,1974-09-01,1974,9,,404,36125.00,487448,1,0,1,,0,1,0,1,0
789,640,352,1974-08-01,1974,8,1,352,3640.00,250000,0,1,0,1,1,1,1,0,0
790,651,666,1974-01-01,1974,1,3,651,1000.00,1000,0,0,0,1,1,1,1,0,0
791,780,750,1974-06-01,1974,6,3,750,1.00,100,0,0,0,1,1,1,1,0,0
792,115,210,1975-11-01,1975,11,,115,163265.00,414000,1,0,1,,0,1,0,1,0
793,402,235,1975-07-01,1975,7,,402,4033.00,272071,1,0,1,,0,1,0,1,0
794,403,235,1975-07-01,1975,7,,403,964.00,76430,1,0,1,,0,1,0,1,0
795,540,235,1975-11-01,1975,11,,540,1246700.00,5673046,1,1,1,,0,1,0,1,0
796,541,235,1975-06-01,1975,6,,541,784961.00,8233834,1,0,1,,0,1,0,1,0
797,581,220,1975-07-01,1975,7,,581,1862.00,252000,1,0,1,,0,1,0,1,0
798,645,670,1975-07-01,1975,7,3,670,3500.00,,0,0,0,1,1,1,1,0,0
799,651,666,1975-11-01,1975,11,3,651,20000.00,2000,0,0,0,1,1,1,1,0,0
800,670,645,1975-07-01,1975,7,3,645,3500.00,2000,0,0,0,1,1,1,1,0,0
801,816,817,1975-04-01,1975,4,1,817,174481.00,18300000,1,1,0,1,,1,1,0,1
802,910,900,1975-09-01,1975,9,,910,462840.00,2600000,1,0,1,,1,1,0,1,0
803,220,581,1976-02-01,1976,2,4,5812,374.00,38000,1,0,0,0,1,0,1,0,0
804,435,230,1976-04-01,1976,4,3,609,88667.00,,0,0,0,1,0,1,0,0,0
805,591,200,1976-06-01,1976,6,,591,404.00,59000,1,0,1,,0,1,0,1,0
806,591,200,1976-06-01,1976,6,3,5920,27.00,,0,0,0,1,0,0,0,0,0
807,600,230,1976-04-01,1976,4,3,609,177667.00,,0,0,0,1,0,1,0,0,0
808,652,666,1976-06-01,1976,6,3,652,780.00,,0,0,0,1,1,1,1,0,0
809,850,235,1976-07-01,1976,7,1,860,14984.00,610541,1,0,0,1,0,1,0,0,0
810,522,220,1977-06-01,1977,6,,522,23000.00,300000,1,0,1,,0,1,0,1,0
811,54,200,1978-11-01,1978,11,,54,728.00,78000,1,0,1,,0,1,0,1,0
812,95,2,1978-04-01,1978,4,3,96,1676.00,41800,1,0,0,1,0,1,0,0,0
813,940,200,1978-07-01,1978,7,,940,29785.00,196823,1,0,1,,0,1,0,1,0
814,947,200,1978-10-01,1978,10,,947,24.00,5887,1,0,1,,0,1,0,,0
815,56,200,1979-02-01,1979,2,,56,616.00,121000,1,0,1,,0,1,0,1,0
816,57,200,1979-10-01,1979,10,,57,389.00,120000,1,0,1,,0,1,0,,0
817,651,666,1979-05-01,1979,5,3,651,20000.00,2000,0,0,0,1,1,1,1,0,0
818,946,200,1979-07-01,1979,7,,946,572.00,57816,1,0,1,,0,1,0,,0
819,552,200,1980-04-01,1980,4,,552,390622.00,7360000,1,0,1,,0,1,0,1,0
820,600,435,1980-01-01,1980,,3,435,88667.00,100000,0,0,0,1,1,1,1,0,0
821,935,220,1980-07-01,1980,7,,935,14760.00,97468,1,0,1,,0,1,0,,0
822,100,2,1981-07-01,1981,7,3,1101,10.00,0,1,0,0,0,0,1,0,0,0
823,80,200,1981-09-01,1981,9,,80,22800.00,148300,1,0,1,,0,1,0,1,0
824,58,200,1981-11-01,1981,11,,58,440.00,77000,1,0,1,,0,1,0,1,0
825,645,,1981-12-01,1981,12,3,,3333.00,0,0,0,0,1,,1,,0,0
826,670,,1981-12-01,1981,12,3,,3333.00,0,0,0,0,1,,1,,0,0
827,60,200,1983-09-01,1983,9,,60,360.00,44500,1,0,1,,0,1,0,1,0
828,835,200,1984-01-01,1984,1,,835,5270.00,215000,1,0,1,,0,1,0,1,0
829,155,,1984-11-01,1984,11,3,,1079.00,0,0,0,0,1,,1,,0,0
830,160,,1984-11-01,1984,11,3,,1083.00,0,0,0,0,1,,1,,0,0
831,983,2,1986-10-01,1986,10,,983,181.00,40000,1,0,1,,0,1,0,0,0
832,987,2,1986-11-01,1986,11,,987,702.00,95000,1,0,1,,0,1,0,0,0
833,432,439,1986-12-01,1986,12,3,439,1553.00,65000,0,1,0,1,1,1,1,0,0
834,651,666,1989-03-01,1989,3,3,666,1.00,0,0,0,0,1,1,1,1,0,0
835,565,560,1990-03-01,1990,3,,565,823290.00,1372000,0,1,1,,1,1,0,1,0
836,679,680,1990-05-01,1990,5,5,680,329111.00,2488000,1,0,0,1,1,1,1,0,1
837,255,265,1990-10-01,1990,10,5,265,108333.00,16600000,1,0,0,1,1,1,1,0,1
838,372,365,1991-04-01,1991,4,4,372,69700.00,5500000,1,0,1,,1,1,1,1,0
839,344,345,1991-06-01,1991,6,4,344,56410.00,4763000,1,1,1,,1,1,1,1,0
840,349,345,1991-06-01,1991,6,4,349,20256.00,1974000,1,1,1,,1,1,1,1,0
841,359,365,1991-08-01,1991,8,4,359,33700.00,4350000,1,0,1,,1,1,1,1,0
842,370,365,1991-08-01,1991,8,4,370,207600.00,10200000,1,0,1,,1,1,1,1,0
843,373,365,1991-08-01,1991,8,4,373,86600.00,7200000,1,0,1,,1,1,1,1,0
844,703,365,1991-08-01,1991,8,4,703,198500.00,4375000,1,0,1,,1,1,1,1,0
845,704,365,1991-08-01,1991,8,4,704,447400.00,20300000,1,0,1,,1,1,1,1,0
846,366,365,1991-09-01,1991,9,4,366,45227.00,1581000,1,0,1,,1,1,1,1,0
847,367,365,1991-09-01,1991,9,4,367,64610.00,2600000,1,0,1,,1,1,1,1,0
848,368,365,1991-09-01,1991,9,4,368,65301.00,3754000,1,0,1,,1,1,1,1,0
849,371,365,1991-09-01,1991,9,4,371,28400.00,3450000,1,0,1,,1,1,1,1,0
850,702,365,1991-09-01,1991,9,4,702,143100.00,5250000,1,0,1,,1,1,1,1,0
851,701,365,1991-10-01,1991,10,4,701,488100.00,3600000,1,0,1,,1,1,1,1,0
852,343,345,1993-04-01,1993,4,4,343,24856.00,2109000,1,0,1,,1,1,1,1,0
853,369,365,1991-12-01,1991,12,4,369,603700.00,52000000,1,0,1,,1,1,1,1,0
854,705,365,1991-12-01,1991,12,4,705,2717300.00,16700000,1,0,1,,1,1,1,1,0
855,346,345,1992-04-01,1992,4,4,346,51107.00,4455000,1,1,1,,1,1,1,1,0
856,92,,1992-09-01,1992,9,3,,147.00,36000,0,0,0,1,,1,,0,0
857,91,,1992-09-01,1992,9,3,,293.00,13000,0,0,0,1,,1,,0,0
858,679,698,1992-10-01,1992,10,3,698,1875.00,0,0,0,0,1,1,1,1,0,0
859,698,679,1992-10-01,1992,10,3,679,1250.00,0,0,0,0,1,1,1,1,0,0
860,771,750,1992-06-01,1992,6,3,7712,1.00,20,1,0,0,1,1,1,1,0,0
861,316,315,1993-01-01,1993,1,4,316,79228.00,10300000,1,0,1,,1,1,1,1,1
862,317,315,1993-01-01,1993,1,4,317,48666.00,5200000,1,0,1,,1,1,1,1,1
863,531,530,1993-04-01,1993,4,4,531,124993.00,3000000,1,1,1,,1,1,1,1,0
864,690,645,1993-05-01,1993,5,3,645,,0,0,0,0,1,1,1,1,0,0
865,565,560,1994-03-01,1994,3,3,5651,1124.00,30000,1,0,0,1,0,1,0,0,0
866,986,2,1994-10-01,1994,10,,980,487.00,15600,0,0,1,,0,1,0,1,0
867,663,666,1995-02-01,1995,2,3,666,340.00,0,0,0,0,1,1,1,1,0,0
868,710,365,1996-04-01,1996,4,3,365,18.00,0,0,0,0,1,1,1,1,0,0
869,316,317,1997-06-01,1997,6,3,317,4.52,31,0,0,0,1,1,1,1,0,0
870,317,316,1997-06-01,1997,6,3,316,4.52,120,0,0,0,1,1,1,1,0,0
871,710,200,1997-07-01,1997,7,3,720,1084.00,6700000,1,0,0,1,0,1,0,0,0
872,710,705,1998-07-01,1998,7,3,705,470.00,,0,0,0,1,1,1,1,0,0
873,369,359,1998-08-01,1998,8,3,359,1.00,0,0,0,0,1,1,1,1,0,0
874,359,369,1998-08-01,1998,8,3,369,1.00,0,0,0,0,1,1,1,1,0,0
875,365,366,1999-03-01,1999,3,3,366,30.00,0,0,0,0,1,1,1,1,0,0
876,366,365,1999-03-01,1999,3,3,365,30.00,0,0,0,0,1,1,1,1,0,0
877,1,850,1999-10-01,1999,10,3,860,14926.00,780000,1,1,0,,1,,1,0,0
878,710,235,1999-12-01,1999,12,3,721,21.45,447000,1,0,0,1,0,1,0,0,0
879,571,,1991-01-01,1991,,1,,5.00,0,0,0,0,1,,1,,0,0
880,651,625,2000-01-01,2000,1,1,625,20580.00,5000,0,0,0,1,1,1,1,0,0
881,860,1,2002-05-01,2002,5,,860,14926.00,950000,1,0,1,,,1,,1,0
882,475,471,2003-12-01,2003,12,3,471,,,0,0,0,1,1,1,1,0,0
883,471,475,2003-12-01,2003,12,3,475,,,0,0,0,1,1,1,1,0,0
884,679,670,2004-07-01,2004,7,3,670,40000.00,,0,1,0,1,1,1,1,0,0
885,348,345,2006-06-01,2006,6,4,348,13812.00,650000,1,0,1,,1,1,1,1,0
886,471,475,2008-08-01,2008,8,3,475,665.00,300000,0,1,0,1,1,1,1,0,0
887,710,365,2008-10-01,2008,10,3,365,174.00,0,0,0,0,1,1,1,1,0,0
888,710,702,2011-01-01,2011,1,3,702,1142.00,,0,0,0,1,1,1,1,0,0
889,626,625,2011-07-01,2011,7,,626,619745,8260000,1,1,1,,1,1,1,1,0
890,365,369,2014-03-01,2014,3,1,369,27000.00,2400000,1,1,0,1,1,1,1,0,0
